FROM_GEO,TO_GEO,FROM_LOC,TO_LOC,Regions,Di,Smin,Smean,Smax,xi,tip,ci
f8f2,f8f8,"(49.377547381058172, -64.333203664414711)","(49.261321473106968, -63.981829962835761)","(0.0, 0.0)",17.75102978,5.4788286,6.357498952,6.7134942,1.901955221,0,0
f8f8,f8dx,"(49.261321473106968, -63.981829962835761)","(49.215183998385221, -63.866402864893239)","(0.0, 0.0)",6.107166181,4.3213296,6.621151502,8.5140482,0.341820028,0,0
f8dx,f8dz,"(49.215183998385221, -63.866402864893239)","(49.11521946982144, -63.616310819351114)","(0.0, 0.0)",13.24641616,5.1701622,6.706362135,8.359715,0.602329528,0,0
f8dz,f8dy,"(49.11521946982144, -63.616310819351114)","(49.038323678618532, -63.423932322780253)","(0.0, 0.0)",10.20279552,5.2987732,6.939531959,8.4368816,0.974413677,0,0
f8dy,f8en,"(49.038323678618532, -63.423932322780253)","(48.976807045656201, -63.270029525523562)","(0.0, 0.0)",8.170521696,5.0415512,6.661444398,8.1796596,0.601033564,0,0
f8en,f8ej,"(48.976807045656201, -63.270029525523562)","(48.861463358851836, -62.98146178066726)","(0.0, 0.0)",15.33954831,6.2762168,7.036890407,7.2536604,0.50076373,0,0
f8ej,f8em,"(48.861463358851836, -62.98146178066726)","(48.83839462149097, -62.923748231696003)","(0.0, 0.0)",3.071014432,6.2504946,8.095098117,9.7229916,0.170486746,0,0
f8em,f8et,"(48.83839462149097, -62.923748231696003)","(48.699982197325731, -62.577466937868451)","(0.0, 0.0)",18.44775538,5.2473288,7.768279414,10.4946576,1.210269376,0,0
f8et,f8es,"(48.699982197325731, -62.577466937868451)","(48.684603039085147, -62.538991238554274)","(0.0, 0.0)",2.052047683,4.9901068,7.524278265,9.00277,0.078767975,0,0
f8es,f8eu,"(48.684603039085147, -62.538991238554274)","(48.553880194040204, -62.211947794383804)","(0.0, 0.0)",17.46089289,5.4531064,8.02890971,9.3628808,0.11565294,0,0
f8eu,f8eg,"(48.553880194040204, -62.211947794383804)","(48.515432298438753, -62.11575854609837)","(0.0, 0.0)",5.141861872,5.8389394,8.626474455,10.9576572,0.422457917,0,0
f8eg,f8s5,"(48.515432298438753, -62.11575854609837)","(48.415467769874972, -61.865666500556252)","(0.0, 0.0)",13.38222104,3.1638306,7.381352407,10.9576572,0.382636409,0,0
f8s5,f8s4,"(48.415467769874972, -61.865666500556252)","(48.338571978672064, -61.673288003985384)","(0.0, 0.0)",10.30716899,3.0352196,7.571112136,10.6489908,0.301748674,0,0
f8s4,f8s6,"(48.338571978672064, -61.673288003985384)","(48.277055345709734, -61.519385206728693)","(0.0, 0.0)",8.253962645,6.0961614,9.047025085,10.9062128,0.726140969,0,0
f8s6,f8s3,"(48.277055345709734, -61.519385206728693)","(48.161711658905368, -61.230817461872398)","(0.0, 0.0)",15.49586089,4.9901068,7.681559395,10.7004352,0.422541663,0,0
f8s3,f8s9,"(48.161711658905368, -61.230817461872398)","(48.130953342424206, -61.153866063244052)","(0.0, 0.0)",4.136567856,4.501385,6.62189829,8.7198258,0.496013839,0,0
f8s9,f8sc,"(48.130953342424206, -61.153866063244052)","(47.992540918258968, -60.807584769416493)","(0.0, 0.0)",18.63709501,5.6074396,7.353548277,9.00277,1.794602098,0,0
f8sc,f8sb,"(47.992540918258968, -60.807584769416493)","(47.984851339138679, -60.788346919759405)","(0.0, 0.0)",1.036477473,4.3984962,7.266760067,10.7261574,0.04467462,0,0
f8sb,f8t0,"(47.984851339138679, -60.788346919759405)","(47.854128494093729, -60.461303475588934)","(0.0, 0.0)",17.63750358,3.729719,6.508976424,10.546102,1.644604648,0,0
f8t0,f8mp,"(47.854128494093729, -60.461303475588934)","(47.80799101937199, -60.34587637764642)","(0.0, 0.0)",6.232853033,5.3244954,7.678084658,10.7004352,0.173753837,0,0
f8mp,f8mr,"(47.80799101937199, -60.34587637764642)","(47.715716069928497, -60.115022181761383)","(0.0, 0.0)",12.47796826,7.4337158,8.823576878,9.8516026,0.048527723,0,0
f8mr,f8mq,"(47.715716069928497, -60.115022181761383)","(47.631130699605301, -59.903405835533434)","(0.0, 0.0)",11.45249623,8.7712702,8.848498632,8.9256034,1.13882978,0,0
f8mq,f8mw,"(47.631130699605301, -59.903405835533434)","(47.56961406664297, -59.749503038276742)","(0.0, 0.0)",8.337708529,6.8678274,7.43429775,9.00277,1.022811076,0,0
f8mw,f8mt,"(47.56961406664297, -59.749503038276742)","(47.458567546140905, -59.546225029301162)","(0.0, 0.0)",12.20411743,4.7328848,6.040401028,7.8967154,0.313569407,0,0
f8mt,f8ms,"(47.458567546140905, -59.546225029301162)","(47.253663170345945, -59.480827954872865)","(0.0, 0.0)",14.48873647,6.944994,7.828699156,8.2568262,0.910076668,0,0
f8ms,f8me,"(47.253663170345945, -59.480827954872865)","(47.082909523850141, -59.426330392849287)","(0.0, 0.0)",12.0758672,4.9643846,7.979289889,10.3146022,0.788776137,0,0
f8me,f8mg,"(47.082909523850141, -59.426330392849287)","(47.014608065251821, -59.404531368039855)","(0.0, 0.0)",4.830835982,2.4178868,6.553912549,9.00277,0.062905981,0,0
f8mg,f8mf,"(47.014608065251821, -59.404531368039855)","(46.912155877354344, -59.37183283082571)","(0.0, 0.0)",7.246777664,2.7265532,4.1872067,4.5528294,0.812007055,0,0
f8mf,f8mc,"(46.912155877354344, -59.37183283082571)","(46.74140223085854, -59.317335268802132)","(0.0, 0.0)",12.07935923,4.2956074,4.589074318,4.758607,0.104025738,0,0
f8mc,f8mb,"(46.74140223085854, -59.317335268802132)","(46.570648584362743, -59.262837706778548)","(0.0, 0.0)",12.0811059,5.9418282,6.660613952,6.944994,1.414510882,0,0
f8mb,f8jz,"(46.570648584362743, -59.262837706778548)","(46.399894937866939, -59.20834014475497)","(0.0, 0.0)",12.08285292,4.244163,6.131986766,7.073605,0.589349317,0,0
f8jz,f8jy,"(46.399894937866939, -59.20834014475497)","(46.229141291371143, -59.153842582731393)","(0.0, 0.0)",12.08460022,4.1927186,7.539374683,8.7712702,0.465372513,0,0
f8jy,f8jv,"(46.229141291371143, -59.153842582731393)","(46.024236915576182, -59.088445508303103)","(0.0, 0.0)",14.50382654,5.3244954,8.794996712,9.7487138,1.273173186,0,0
f8jv,f8nj,"(46.024236915576182, -59.088445508303103)","(45.921784727678698, -59.055746971088951)","(0.0, 0.0)",7.252857611,4.4499406,7.146908978,8.3339928,0.69023104,0,0
f8nj,f8nh,"(45.921784727678698, -59.055746971088951)","(45.853483269080378, -59.033947946279518)","(0.0, 0.0)",4.835588034,2.700831,5.124450607,6.944994,0.379852824,0,0
f8nh,f8ju,"(45.853483269080378, -59.033947946279518)","(45.796195372601517, -59.078339890828602)","(0.0, 0.0)",4.499693484,5.9418282,7.129433866,8.2053818,0.153323716,0,0
f8ju,f8jg,"(45.796195372601517, -59.078339890828602)","(45.692078120292855, -59.327151447120677)","(0.0, 0.0)",13.992567,6.5848832,7.57998608,8.2053818,0.726335707,0,0
f8jg,f8je,"(45.692078120292855, -59.327151447120677)","(45.645803785933445, -59.437734361028262)","(0.0, 0.0)",6.225080699,5.9932726,7.104339731,8.1282152,0.483682382,0,0
f8je,f8jd,"(45.645803785933445, -59.437734361028262)","(45.518549366445079, -59.741837374274134)","(0.0, 0.0)",17.1384778,7.6909378,7.964450527,8.4368816,1.474273163,0,0
f8jd,f8j6,"(45.518549366445079, -59.741837374274134)","(45.50698078285523, -59.769483102751032)","(0.0, 0.0)",1.55946347,7.1250494,7.2885691,7.4337158,0.038915985,0,0
f8j6,f8j4,"(45.50698078285523, -59.769483102751032)","(45.356589196187159, -60.128877572950692)","(0.0, 0.0)",20.29448727,3.4210526,5.460395361,7.5366046,0.773746197,0,0
f8j4,f8j1,"(45.356589196187159, -60.128877572950692)","(45.34502061259731, -60.15652330142759)","(0.0, 0.0)",1.562768257,3.7039968,6.044332531,8.6426592,0.045375343,0,0
f8j1,f8hc,"(45.34502061259731, -60.15652330142759)","(45.206197609519087, -60.48827204315036)","(0.0, 0.0)",18.77158062,5.4273842,6.658455352,8.359715,1.305212801,0,0
f8hc,f8hb,"(45.206197609519087, -60.48827204315036)","(45.171491858749533, -60.571209228581047)","(0.0, 0.0)",4.698198568,3.4210526,5.649077234,7.6394934,0.367788953,0,0
f8hb,f8h8,"(45.171491858749533, -60.571209228581047)","(45.055806022851016, -60.847666513350021)","(0.0, 0.0)",15.67593877,6.2762168,7.736075314,8.7198258,1.531997677,0,0
f8h8,dxux,"(45.055806022851016, -60.847666513350021)","(44.997963104901757, -60.985895155734504)","(0.0, 0.0)",7.84678603,6.687772,8.214248667,9.4143252,0.585515482,0,0
dxux,dxur,"(44.997963104901757, -60.985895155734504)","(44.9169830197728, -61.179415255072783)","(0.0, 0.0)",10.99535718,2.0320538,4.956915174,8.2825484,0.773602312,0,0
dxur,dxuq,"(44.9169830197728, -61.179415255072783)","(44.812865767464132, -61.428226811364858)","(0.0, 0.0)",14.15376732,0.1028888,3.203712532,7.71666,0.994203483,0,0
dxuq,dxun,"(44.812865767464132, -61.428226811364858)","(44.766591433104729, -61.538809725272451)","(0.0, 0.0)",6.296656886,3.6525524,5.399859125,7.7938266,0.885543022,0,0
dxun,dxgy,"(44.766591433104729, -61.538809725272451)","(44.673844591793234, -61.897569250221984)","(0.0, 0.0)",18.74785596,6.944994,8.02571613,8.2568262,0.228877878,0,0
dxgy,dxgw,"(44.673844591793234, -61.897569250221984)","(44.650311079428171, -62.228048101444493)","(0.0, 0.0)",16.32671891,6.7649386,9.092368997,9.8516026,0.081912246,0,0
dxgw,dxgt,"(44.650311079428171, -62.228048101444493)","(44.647957728191663, -62.261095986566744)","(0.0, 0.0)",1.633033878,5.7103284,7.620487552,8.8998812,0.063446067,0,0
dxgt,dxgm,"(44.647957728191663, -62.261095986566744)","(44.6244242158266, -62.591574837789246)","(0.0, 0.0)",16.33393503,4.9129402,6.990601594,8.5140482,2.14146783,0,0
dxgm,dxgj,"(44.6244242158266, -62.591574837789246)","(44.598537352225037, -62.955101574134005)","(0.0, 0.0)",17.97489944,5.14444,8.009544843,9.8001582,0.455306792,0,0
dxgj,dxfv,"(44.598537352225037, -62.955101574134005)","(44.575003839859974, -63.285580425356514)","(0.0, 0.0)",16.34770217,4.7071626,7.107371177,9.00277,0.400159921,0,0
dxfv,dxfy,"(44.575003839859974, -63.285580425356514)","(44.649625808648295, -63.549325687523549)","(0.0, 0.0)",13.96349248,2.1349426,3.737454573,6.2504946,1.066687,0,0
dxfy,dxfy,"(44.649625808648295, -63.549325687523549)","(44.65667724609375, -63.56689453125)","(0.0, 1.0)",0.991770722,0,1.194153135,4.372774,0.184458144,0,0
dxfy,dxfu,"(44.65667724609375, -63.56689453125)","(44.47061921293956, -63.308772047307045)","(1.0, 0.0)",18.08042045,2.3921646,4.387318391,6.6106054,3.560849245,9.243745849,362.9969267
dxfu,dxgh,"(44.47061921293956, -63.308772047307045)","(44.449320913971036, -63.277673975321257)","(0.0, 0.0)",2.126021253,5.2987732,8.022829834,9.1828254,0.069669283,0,0
dxgh,dxfg,"(44.449320913971036, -63.277673975321257)","(44.276494522745224, -63.344329145485609)","(0.0, 0.0)",12.39025017,6.6363276,8.222848004,8.9256034,1.020611636,0,0
dxfg,dxff,"(44.276494522745224, -63.344329145485609)","(44.09466081203648, -63.461633036065777)","(0.0, 0.0)",13.84657849,5.8132172,6.983645686,8.488326,0.080664556,0,0
dxff,dxfc,"(44.09466081203648, -63.461633036065777)","(43.943132719779186, -63.559386278215918)","(0.0, 0.0)",11.54456595,5.8646616,6.899805023,9.5686584,0.612729272,0,0
dxfc,dxf9,"(43.943132719779186, -63.559386278215918)","(43.821910245973356, -63.637588871936032)","(0.0, 0.0)",9.239414373,5.8389394,7.253416887,10.0831024,1.080586331,0,0
dxf9,dxf8,"(43.821910245973356, -63.637588871936032)","(43.761299009070434, -63.676690168796085)","(0.0, 0.0)",4.620960668,5.3502176,6.945349606,8.8998812,0.46239861,0,0
dxf8,dxdx,"(43.761299009070434, -63.676690168796085)","(43.57946529836169, -63.79399405937626)","(0.0, 0.0)",13.86788809,6.2762168,7.43095985,8.6941036,1.177481313,0,0
dxdx,dxdw,"(43.57946529836169, -63.79399405937626)","(43.397631587652938, -63.911297949956428)","(0.0, 0.0)",13.87539742,6.044717,7.47358521,9.259992,1.213463186,0,0
dxdw,dxdq,"(43.397631587652938, -63.911297949956428)","(43.276409113847102, -63.989500543676542)","(0.0, 0.0)",9.254434966,7.0993272,8.19454173,10.0059358,0.93375475,0,0
dxdq,dxdm,"(43.276409113847102, -63.989500543676542)","(43.215797876944187, -64.028601840536595)","(0.0, 0.0)",4.628467732,8.0767708,9.36361572,10.674713,0.31458979,0,0
dxdm,dxdk,"(43.215797876944187, -64.028601840536595)","(43.0642697846869, -64.126355082686743)","(0.0, 0.0)",11.57481077,7.6909378,8.5140482,9.0799366,0.635774944,0,0
dxdk,dxdh,"(43.0642697846869, -64.126355082686743)","(42.891241307270128, -64.341043932957291)","(0.0, 0.0)",16.15079683,5.3502176,6.616814207,8.3854372,0.044911267,0,0
dxdh,dxd5,"(42.891241307270128, -64.341043932957291)","(42.883840449611419, -64.360541969607354)","(0.0, 0.0)",1.111971892,5.401662,6.616814207,8.3082706,0.108972908,0,0
dxd5,dx9g,"(42.883840449611419, -64.360541969607354)","(42.758025869413437, -64.692008592658453)","(0.0, 0.0)",18.91958691,7.845271,7.86070432,7.8709932,0.63393638,0,0
dx9g,dx9f,"(42.758025869413437, -64.692008592658453)","(42.713620723461204, -64.808996812558831)","(0.0, 0.0)",6.684753092,7.1250494,8.437910488,8.7198258,0.372841393,0,0
dx9f,dx9d,"(42.713620723461204, -64.808996812558831)","(42.624810431556746, -65.042973252359602)","(0.0, 0.0)",13.38082838,6.3533834,8.827436932,9.2085476,0.664319168,0,0
dx9d,dx99,"(42.624810431556746, -65.042973252359602)","(42.53600013965228, -65.276949692160358)","(0.0, 0.0)",13.39591353,6.3276612,8.45776215,9.2857142,1.351850771,0,0
dx99,dx93,"(42.53600013965228, -65.276949692160358)","(42.491594993700048, -65.39393791206075)","(0.0, 0.0)",6.703609498,6.9192718,8.244289875,9.5429362,0.096456835,0,0
dx93,dx90,"(42.491594993700048, -65.39393791206075)","(42.358379555843356, -65.744902571761898)","(0.0, 0.0)",20.13337997,8.0767708,8.452600722,9.0542144,1.781507166,0,0
dx90,dx8b,"(42.358379555843356, -65.744902571761898)","(42.225164117986658, -66.095867231463046)","(0.0, 0.0)",20.16717989,6.8935496,7.250118938,8.0767708,1.581960664,0,0
dx8b,dx2z,"(42.225164117986658, -66.095867231463046)","(42.180758972034432, -66.212855451363424)","(0.0, 0.0)",6.729898214,5.3502176,6.213133208,7.9481598,0.310727806,0,0
dx2z,dx2x,"(42.180758972034432, -66.212855451363424)","(42.091948680129967, -66.446831891164194)","(0.0, 0.0)",13.47102401,5.787495,6.318706064,7.2793826,1.717609629,0,0
dx2x,dx2w,"(42.091948680129967, -66.446831891164194)","(42.01053924588421, -66.661310294314902)","(0.0, 0.0)",12.36158075,8.0767708,8.11755886,8.1539374,0.650231846,0,0
dx2w,dx2q,"(42.01053924588421, -66.661310294314902)","(41.958733242273276, -66.797796550865357)","(0.0, 0.0)",7.872999086,7.6909378,7.9507707,8.745548,0.111135502,0,0
dx2q,dx2m,"(41.958733242273276, -66.797796550865357)","(41.832918662075286, -67.129263173916442)","(0.0, 0.0)",19.14126361,5.2216066,5.81362334,7.2279382,0.884563861,0,0
dx2m,dx2j,"(41.832918662075286, -67.129263173916442)","(41.825517804416577, -67.148761210566505)","(0.0, 0.0)",1.126889296,5.30391764,6.315451832,7.5108824,0.111892819,0,0
dx2j,drrv,"(41.825517804416577, -67.148761210566505)","(41.684901508901177, -67.519223906917716)","(0.0, 0.0)",21.43051049,6.79580524,7.660722892,8.3854372,1.304768004,0,0
drrv,drru,"(41.684901508901177, -67.519223906917716)","(41.655298078266355, -67.597216053517982)","(0.0, 0.0)",4.516441089,5.8132172,7.264843965,7.7423822,0.252289202,0,0
drru,drrs,"(41.655298078266355, -67.597216053517982)","(41.551686071044486, -67.870188566618879)","(0.0, 0.0)",15.82052594,4.870069867,6.567105991,7.039308733,1.477453423,0,0
drrs,drre,"(41.551686071044486, -67.870188566618879)","(41.483871300470874, -68.066845678053127)","(0.0, 0.0)",11.20405788,6.936419933,7.500613005,7.802400667,0.563436079,0,0
drre,drr7,"(41.483871300470874, -68.066845678053127)","(41.453743617906973, -68.209200541871255)","(0.0, 0.0)",7.660588567,7.853845067,8.054082988,8.299696533,0.767009546,0,0
drr7,drr5,"(41.453743617906973, -68.209200541871255)","(41.380576388823215, -68.554919496858133)","(0.0, 0.0)",18.61799301,6.7392164,7.459214329,7.71666,1.746451788,0,0
drr5,drr4,"(41.380576388823215, -68.554919496858133)","(41.307409159739464, -68.900638451845012)","(0.0, 0.0)",18.63740601,6.3791056,7.256176702,7.53017405,0.53248193,0,0
drr4,drqf,"(41.307409159739464, -68.900638451845012)","(41.303105205087476, -68.920974860961891)","(0.0, 0.0)",1.096922823,5.8389394,6.138363382,6.34695285,0.137403486,0,0
drqf,drqd,"(41.303105205087476, -68.920974860961891)","(41.229937976003725, -69.266693815948756)","(0.0, 0.0)",18.65793202,4.6814404,5.003041392,6.1476058,1.128278281,0,0
drqd,drq6,"(41.229937976003725, -69.266693815948756)","(41.156770746919968, -69.612412770935634)","(0.0, 0.0)",18.67729031,4.372774,4.68616118,5.7617728,0.846426217,0,0
drq6,drq3,"(41.156770746919968, -69.612412770935634)","(41.130947019008055, -69.734431225636882)","(0.0, 0.0)",6.596606073,5.2987732,5.895031088,6.2119113,0.619589388,0,0
drq3,drq1,"(41.130947019008055, -69.734431225636882)","(41.079299563184222, -69.978468135039378)","(0.0, 0.0)",13.20042801,6.104735467,6.879578321,7.6009101,0.530742385,0,0
drq1,drmc,"(41.079299563184222, -69.978468135039378)","(41.006132334100471, -70.324187090026243)","(0.0, 0.0)",18.71706169,6.580596167,7.442894501,8.1667985,2.056987221,0,0
drmc,drmb,"(41.006132334100471, -70.324187090026243)","(40.954484878276645, -70.568223999428753)","(0.0, 0.0)",13.22365613,8.3725761,9.02996204,9.3242975,0.130864809,0,0
drmb,drm8,"(40.954484878276645, -70.568223999428753)","(40.932965105016713, -70.669906045013121)","(0.0, 0.0)",5.512690987,6.6106054,8.331337605,9.3114364,0.046010405,0,0
drm8,drm2,"(40.932965105016713, -70.669906045013121)","(40.859797875932962, -71.015625)","(0.0, 0.0)",18.75558825,2.0834982,4.659376636,6.687772,3.064202914,0,0
drm2,drm0,"(40.859797875932962, -71.015625)","(40.921312867689657, -71.377052774234699)","(0.0, 0.0)",19.35603704,0.3601108,3.753395116,6.2762168,4.312340313,0,0
drm0,drm1,"(40.921312867689657, -71.377052774234699)","(40.958824936224488, -71.590501434948976)","(0.0, 0.0)",11.44122041,0.257222,3.202246967,8.3082706,1.358694288,0,0
drm1,drkc,"(40.958824936224488, -71.590501434948976)","(41.023397640306122, -71.719646843112244)","(0.0, 0.0)",8.08119209,1.67837355,3.1662874,7.459438,2.162566137,0,0
drkc,drkf,"(41.023397640306122, -71.719646843112244)","(41.133709343112244, -71.979731345663268)","(0.0, 0.0)",15.5474337,3.83903835,6.185597558,7.2793826,2.243997798,0,0
drkf,drkd,"(41.133709343112244, -71.979731345663268)","(41.150525151466837, -72.071657764668373)","(0.0, 0.0)",4.923663859,2.7779976,6.805017377,7.9224376,0.100782568,0,0
drkd,drk6,"(41.150525151466837, -72.071657764668373)","(41.164426219706634, -72.422771843112244)","(0.0, 0.0)",18.29554517,3.0609418,6.65754343,7.973882,1.96477614,0,0
drk6,drk4,"(41.164426219706634, -72.422771843112244)","(41.220703125, -72.861328125)","(0.0, 1.0)",23.13740156,2.443609,3.5288034,7.6394934,3.184065719,0,0
drk4,drkb,"(41.220703125, -72.861328125)","(40.955237563775512, -71.745655293367349)","(1.0, 0.0)",60.94260528,3.9354966,4.266280309,7.7681044,0.02754935,4.765069897,221.63201
drkb,drhz,"(40.955237563775512, -71.745655293367349)","(40.78125, -71.71875)","(0.0, 0.0)",12.10670676,6.044717,7.443866883,8.1282152,1.086335299,0,0
drhz,drhx,"(40.78125, -71.71875)","(40.608385039218156, -72.0703125)","(0.0, 0.0)",21.95701239,6.1476058,7.44914912,8.1282152,1.864132361,0,0
drhx,drhw,"(40.608385039218156, -72.0703125)","(40.603285463270375, -72.097217793367349)","(0.0, 0.0)",1.455071366,6.6620498,7.949209686,8.9770478,0.103458194,0,0
drhw,drhq,"(40.603285463270375, -72.097217793367349)","(40.53699097594918, -72.446986607142861)","(0.0, 0.0)",18.92542012,4.3984962,8.085578175,9.9287692,1.499490932,0,0
drhq,drhn,"(40.53699097594918, -72.446986607142861)","(40.470696488627986, -72.796755420918373)","(0.0, 0.0)",18.94305874,3.4982192,7.691320211,10.2631578,0.070004763,0,0
