FROM_GEO,TO_GEO,FROM_LOC,TO_LOC,Regions,Di,Smin,Smean,Smax,xi,tip,ci
f8f2,f8f8,"(49.377547381058172, -64.333203664414711)","(49.261321473106968, -63.981829962835761)","(0.0, 0.0)",17.751029783903885,5.4788285999999999,6.3574989520000011,6.7134941999999995,0.0801852867318,0.0,0.0
f8f8,f8dx,"(49.261321473106968, -63.981829962835761)","(49.215183998385221, -63.866402864893239)","(0.0, 0.0)",6.107166180614854,4.3213295999999994,6.621151502,8.5140481999999995,0.0904905359048,0.0,0.0
f8dx,f8dz,"(49.215183998385221, -63.866402864893239)","(49.11521946982144, -63.616310819351114)","(0.0, 0.0)",13.246416157789678,5.1701622,6.7063621354545448,8.3597149999999996,0.219703584873,0.0,0.0
f8dz,f8dy,"(49.11521946982144, -63.616310819351114)","(49.038323678618532, -63.423932322780253)","(0.0, 0.0)",10.202795516745638,5.2987732000000012,6.9395319588873825,8.4368815999999995,0.185777706154,0.0,0.0
f8dy,f8en,"(49.038323678618532, -63.423932322780253)","(48.976807045656201, -63.270029525523562)","(0.0, 0.0)",8.170521695727818,5.0415512000000016,6.6614443980482223,8.179659599999999,0.104845318765,0.0,0.0
f8en,f8ej,"(48.976807045656201, -63.270029525523562)","(48.861463358851836, -62.98146178066726)","(0.0, 0.0)",15.339548309489478,6.2762168000000012,7.0368904068376086,7.2536603999999993,0.00694816988006,0.0,0.0
f8ej,f8em,"(48.861463358851836, -62.98146178066726)","(48.83839462149097, -62.923748231696003)","(0.0, 0.0)",3.071014432419245,6.2504946000000015,8.0950981173271188,9.7229916000000003,0.0278906771806,0.0,0.0
f8em,f8et,"(48.83839462149097, -62.923748231696003)","(48.699982197325731, -62.577466937868451)","(0.0, 0.0)",18.44775538386422,5.2473288000000009,7.7682794140238141,10.4946576,0.102315839472,0.0,0.0
f8et,f8es,"(48.699982197325731, -62.577466937868451)","(48.684603039085147, -62.538991238554274)","(0.0, 0.0)",2.0520476833062733,4.9901068000000013,7.5242782650727644,9.0027699999999999,0.0257746375489,0.0,0.0
f8es,f8eu,"(48.684603039085147, -62.538991238554274)","(48.553880194040204, -62.211947794383804)","(0.0, 0.0)",17.460892888375664,5.4531064000000011,8.0289097097902058,9.362880800000001,0.230012864044,0.0,0.0
f8eu,f8eg,"(48.553880194040204, -62.211947794383804)","(48.515432298438753, -62.11575854609837)","(0.0, 0.0)",5.141861871850603,5.838939400000001,8.6264744551492747,10.9576572,0.0858098015076,0.0,0.0
f8eg,f8s5,"(48.515432298438753, -62.11575854609837)","(48.415467769874972, -61.865666500556252)","(0.0, 0.0)",13.382221038639807,3.1638306000000003,7.3813524068975376,10.9576572,0.432389262054,0.0,0.0
f8s5,f8s4,"(48.415467769874972, -61.865666500556252)","(48.338571978672064, -61.673288003985384)","(0.0, 0.0)",10.307168993493061,3.0352196000000005,7.5711121360742784,10.6489908,0.080372767061,0.0,0.0
f8s4,f8s6,"(48.338571978672064, -61.673288003985384)","(48.277055345709734, -61.519385206728693)","(0.0, 0.0)",8.253962644973587,6.0961614000000015,9.0470250854169265,10.906212799999999,0.0632156939853,0.0,0.0
f8s6,f8s3,"(48.277055345709734, -61.519385206728693)","(48.161711658905368, -61.230817461872398)","(0.0, 0.0)",15.495860889658672,4.9901068000000004,7.6815593946063769,10.700435199999999,0.406191187979,0.0,0.0
f8s3,f8s9,"(48.161711658905368, -61.230817461872398)","(48.130953342424206, -61.153866063244052)","(0.0, 0.0)",4.136567855532443,4.5013850000000009,6.6218982898791072,8.7198258000000006,0.111825358082,0.0,0.0
f8s9,f8sc,"(48.130953342424206, -61.153866063244052)","(47.992540918258968, -60.807584769416493)","(0.0, 0.0)",18.6370950145446,5.6074396000000011,7.35354827666667,9.0027699999999999,0.0645279253897,0.0,0.0
f8sc,f8sb,"(47.992540918258968, -60.807584769416493)","(47.984851339138679, -60.788346919759405)","(0.0, 0.0)",1.0364774726457349,4.3984962000000003,7.2667600671269081,10.7261574,0.012234801857,0.0,0.0
f8sb,f8t0,"(47.984851339138679, -60.788346919759405)","(47.854128494093729, -60.461303475588934)","(0.0, 0.0)",17.637503578868635,3.7297190000000002,6.5089764237586643,10.546102000000001,0.76811693178,0.0,0.0
f8t0,f8mp,"(47.854128494093729, -60.461303475588934)","(47.80799101937199, -60.34587637764642)","(0.0, 0.0)",6.232853033389192,5.3244954000000009,7.6780846578438773,10.700435200000001,0.0574172905153,0.0,0.0
f8mp,f8mr,"(47.80799101937199, -60.34587637764642)","(47.715716069928497, -60.115022181761383)","(0.0, 0.0)",12.477968264929533,7.4337158000000008,8.8235768782954533,9.8516026000000014,0.0906113243875,0.0,0.0
f8mr,f8mq,"(47.715716069928497, -60.115022181761383)","(47.631130699605301, -59.903405835533434)","(0.0, 0.0)",11.452496229234313,8.7712702,8.8484986322115411,8.9256034,0.0051807014775,0.0,0.0
f8mq,f8mw,"(47.631130699605301, -59.903405835533434)","(47.56961406664297, -59.749503038276742)","(0.0, 0.0)",8.337708529439036,6.8678274000000012,7.4342977502262446,9.0027699999999982,0.00504060918496,0.0,0.0
f8mw,f8mt,"(47.56961406664297, -59.749503038276742)","(47.458567546140905, -59.546225029301162)","(0.0, 0.0)",12.204117428929589,4.7328848000000008,6.0404010281581471,7.8967153999999997,0.290795969598,0.0,0.0
f8mt,f8ms,"(47.458567546140905, -59.546225029301162)","(47.253663170345945, -59.480827954872865)","(0.0, 0.0)",14.488736466303374,6.9449940000000012,7.8286991563934416,8.2568262000000008,0.0503418970885,0.0,0.0
f8ms,f8me,"(47.253663170345945, -59.480827954872865)","(47.082909523850141, -59.426330392849287)","(0.0, 0.0)",12.07586719511757,4.9643846000000007,7.9792898889757939,10.314602199999999,0.279064481833,0.0,0.0
f8me,f8mg,"(47.082909523850141, -59.426330392849287)","(47.014608065251821, -59.404531368039855)","(0.0, 0.0)",4.830835981876654,2.4178867999999998,6.553912548975795,9.0027699999999999,0.196616023188,0.0,0.0
f8mg,f8mf,"(47.014608065251821, -59.404531368039855)","(46.912155877354344, -59.37183283082571)","(0.0, 0.0)",7.2467776641042425,2.7265531999999997,4.1872066999999999,4.5528294000000002,0.0936864428687,0.0,0.0
f8mf,f8mc,"(46.912155877354344, -59.37183283082571)","(46.74140223085854, -59.317335268802132)","(0.0, 0.0)",12.07935923117976,4.2956074000000006,4.5890743181818188,4.7586070000000005,0.0077558941807,0.0,0.0
f8mc,f8mb,"(46.74140223085854, -59.317335268802132)","(46.570648584362743, -59.262837706778548)","(0.0, 0.0)",12.081105898602994,5.9418282000000007,6.6606139515151508,6.9449940000000012,0.0542638284007,0.0,0.0
f8mb,f8jz,"(46.570648584362743, -59.262837706778548)","(46.399894937866939, -59.20834014475497)","(0.0, 0.0)",12.082852915993062,4.2441630000000004,6.1319867664102539,7.0736050000000006,0.0531221977029,0.0,0.0
f8jz,f8jy,"(46.399894937866939, -59.20834014475497)","(46.229141291371143, -59.153842582731393)","(0.0, 0.0)",12.084600221146847,4.1927186000000001,7.5393746830769208,8.7712702000000018,0.204459234999,0.0,0.0
f8jy,f8jv,"(46.229141291371143, -59.153842582731393)","(46.024236915576182, -59.088445508303103)","(0.0, 0.0)",14.503826544415976,5.3244954,8.7949967120689649,9.7487138000000009,0.00756566271553,0.0,0.0
f8jv,f8nj,"(46.024236915576182, -59.088445508303103)","(45.921784727678698, -59.055746971088951)","(0.0, 0.0)",7.25285761106071,4.4499405999999997,7.146908978197998,8.3339928000000008,0.0362271251862,0.0,0.0
f8nj,f8nh,"(45.921784727678698, -59.055746971088951)","(45.853483269080378, -59.033947946279518)","(0.0, 0.0)",4.835588034040218,2.7008310000000004,5.1244506070381242,6.9449940000000012,0.0966981859165,0.0,0.0
f8nh,f8ju,"(45.853483269080378, -59.033947946279518)","(45.796195372601517, -59.078339890828602)","(0.0, 0.0)",4.4996934837723925,5.9418281999999998,7.1294338659090926,8.2053817999999996,0.00538604525823,0.0,0.0
f8ju,f8jg,"(45.796195372601517, -59.078339890828602)","(45.692078120292855, -59.327151447120677)","(0.0, 0.0)",13.99256699995765,6.5848832000000002,7.5799860796153844,8.2053817999999996,0.116442285064,0.0,0.0
f8jg,f8je,"(45.692078120292855, -59.327151447120677)","(45.645803785933445, -59.437734361028262)","(0.0, 0.0)",6.2250806991262975,5.9932726000000009,7.1043397312820504,8.1282152000000014,0.0252700707537,0.0,0.0
f8je,f8jd,"(45.645803785933445, -59.437734361028262)","(45.518549366445079, -59.741837374274134)","(0.0, 0.0)",17.138477801315048,7.6909378000000013,7.964450526666667,8.4368815999999995,0.0514660965768,0.0,0.0
f8jd,f8j6,"(45.518549366445079, -59.741837374274134)","(45.50698078285523, -59.769483102751032)","(0.0, 0.0)",1.5594634698229926,7.1250494,7.2885691000000019,7.4337157999999999,0.00407069838517,0.0,0.0
f8j6,f8j4,"(45.50698078285523, -59.769483102751032)","(45.356589196187159, -60.128877572950692)","(0.0, 0.0)",20.294487270033457,3.4210525999999999,5.46039536065574,7.5366046000000013,0.144689332476,0.0,0.0
f8j4,f8j1,"(45.356589196187159, -60.128877572950692)","(45.34502061259731, -60.15652330142759)","(0.0, 0.0)",1.5627682569535726,3.7039968000000005,6.044332531243974,8.6426592000000007,0.0169581586846,0.0,0.0
f8j1,f8hc,"(45.34502061259731, -60.15652330142759)","(45.206197609519087, -60.48827204315036)","(0.0, 0.0)",18.77158061605377,5.4273842000000005,6.6584553524064169,8.3597150000000013,0.0905259992735,0.0,0.0
f8hc,f8hb,"(45.206197609519087, -60.48827204315036)","(45.171491858749533, -60.571209228581047)","(0.0, 0.0)",4.6981985684265215,3.4210525999999999,5.6490772337412603,7.639493400000001,0.0117040249541,0.0,0.0
f8hb,f8h8,"(45.171491858749533, -60.571209228581047)","(45.055806022851016, -60.847666513350021)","(0.0, 0.0)",15.675938772459094,6.2762168000000003,7.7360753144230792,8.7198257999999988,0.182547782666,0.0,0.0
f8h8,dxux,"(45.055806022851016, -60.847666513350021)","(44.997963104901757, -60.985895155734504)","(0.0, 0.0)",7.846786030272137,6.6877720000000016,8.2142486666237104,9.4143251999999986,0.00593754375987,0.0,0.0
dxux,dxur,"(44.997963104901757, -60.985895155734504)","(44.9169830197728, -61.179415255072783)","(0.0, 0.0)",10.995357175215915,2.0320538000000008,4.9569151741835906,8.2825483999999996,0.735094760797,0.0,0.0
dxur,dxuq,"(44.9169830197728, -61.179415255072783)","(44.812865767464132, -61.428226811364858)","(0.0, 0.0)",14.153767324894032,0.10288879999999999,3.2037125318919406,7.716660000000001,2.50409739317,0.0,0.0
dxuq,dxun,"(44.812865767464132, -61.428226811364858)","(44.766591433104729, -61.538809725272451)","(0.0, 0.0)",6.296656885780045,3.6525523999999998,5.3998591254684243,7.7938266000000009,0.26291521711,0.0,0.0
dxun,dxgy,"(44.766591433104729, -61.538809725272451)","(44.673844591793234, -61.897569250221984)","(0.0, 0.0)",18.747855960759065,6.9449939999999994,8.0257161303030315,8.256826199999999,0.00525793872203,0.0,0.0
dxgy,dxgw,"(44.673844591793234, -61.897569250221984)","(44.650311079428171, -62.228048101444493)","(0.0, 0.0)",16.326718912929266,6.7649386000000007,9.0923689966666679,9.8516025999999997,0.137894015404,0.0,0.0
dxgw,dxgt,"(44.650311079428171, -62.228048101444493)","(44.647957728191663, -62.261095986566744)","(0.0, 0.0)",1.633033878042574,5.7103284000000007,7.6204875522222242,8.8998812000000012,0.0100514885912,0.0,0.0
dxgt,dxgm,"(44.647957728191663, -62.261095986566744)","(44.6244242158266, -62.591574837789246)","(0.0, 0.0)",16.33393503001964,4.9129402000000004,6.9906015940532056,8.5140482000000013,0.0589188066888,0.0,0.0
dxgm,dxgj,"(44.6244242158266, -62.591574837789246)","(44.598537352225037, -62.955101574134005)","(0.0, 0.0)",17.974899442994065,5.1444400000000003,8.0095448432595546,9.800158200000002,0.0972885348786,0.0,0.0
dxgj,dxfv,"(44.598537352225037, -62.955101574134005)","(44.575003839859974, -63.285580425356514)","(0.0, 0.0)",16.34770217381118,4.7071626000000002,7.1073711773109256,9.0027700000000017,0.0581942423076,0.0,0.0
dxfv,dxfy,"(44.575003839859974, -63.285580425356514)","(44.649625808648295, -63.549325687523549)","(0.0, 0.0)",13.96349247681604,2.1349426,3.7374545733823537,6.2504946000000006,0.750407819068,0.0,0.0
dxfy,dxfy,"(44.649625808648295, -63.549325687523549)","(44.65667724609375, -63.56689453125)","(0.0, 1.0)",0.9917707224903498,0.0,1.1941531350000001,4.3727739999999997,0.44764802149,0.0,0.0
dxfy,dxfu,"(44.65667724609375, -63.56689453125)","(44.47061921293956, -63.308772047307045)","(1.0, 0.0)",18.08042045490758,2.3921646000000001,4.3873183910294129,6.6106053999999999,0.798019068888,7.82440149633,274.036164501
dxfu,dxgh,"(44.47061921293956, -63.308772047307045)","(44.449320913971036, -63.277673975321257)","(0.0, 0.0)",2.126021253163986,5.2987731999999994,8.0228298335294141,9.1828253999999987,0.00133559478633,0.0,0.0
dxgh,dxfg,"(44.449320913971036, -63.277673975321257)","(44.276494522745224, -63.344329145485609)","(0.0, 0.0)",12.390250166371105,6.6363275999999995,8.2228480035483891,8.9256034,0.0190404192894,0.0,0.0
dxfg,dxff,"(44.276494522745224, -63.344329145485609)","(44.09466081203648, -63.461633036065777)","(0.0, 0.0)",13.84657848596284,5.8132172000000004,6.9836456858560778,8.4883259999999989,0.22881690468,0.0,0.0
dxff,dxfc,"(44.09466081203648, -63.461633036065777)","(43.943132719779186, -63.559386278215918)","(0.0, 0.0)",11.544565951061141,5.8646616000000007,6.8998050227424734,9.5686584000000003,0.264127136706,0.0,0.0
dxfc,dxf9,"(43.943132719779186, -63.559386278215918)","(43.821910245973356, -63.637588871936032)","(0.0, 0.0)",9.239414372919866,5.838939400000001,7.2534168868863951,10.083102400000001,0.156709422578,0.0,0.0
dxf9,dxf8,"(43.821910245973356, -63.637588871936032)","(43.761299009070434, -63.676690168796085)","(0.0, 0.0)",4.620960667522799,5.3502175999999997,6.9453496064516145,8.8998811999999994,0.114885893879,0.0,0.0
dxf8,dxdx,"(43.761299009070434, -63.676690168796085)","(43.57946529836169, -63.79399405937626)","(0.0, 0.0)",13.867888088552059,6.2762168000000003,7.4309598500000007,8.6941036000000018,0.244669052565,0.0,0.0
dxdx,dxdw,"(43.57946529836169, -63.79399405937626)","(43.397631587652938, -63.911297949956428)","(0.0, 0.0)",13.875397422955626,6.0447170000000003,7.4735852099999995,9.2599920000000004,0.166607607437,0.0,0.0
dxdw,dxdq,"(43.397631587652938, -63.911297949956428)","(43.276409113847102, -63.989500543676542)","(0.0, 0.0)",9.254434965694912,7.0993271999999994,8.1945417299999974,10.0059358,0.0242193140868,0.0,0.0
dxdq,dxdm,"(43.276409113847102, -63.989500543676542)","(43.215797876944187, -64.028601840536595)","(0.0, 0.0)",4.628467731647044,8.0767708000000002,9.3636157199999985,10.674713000000001,0.00602313240448,0.0,0.0
dxdm,dxdk,"(43.215797876944187, -64.028601840536595)","(43.0642697846869, -64.126355082686743)","(0.0, 0.0)",11.574810766798613,7.6909378000000004,8.5140482000000013,9.0799365999999999,0.0530109255038,0.0,0.0
dxdk,dxdh,"(43.0642697846869, -64.126355082686743)","(42.891241307270128, -64.341043932957291)","(0.0, 0.0)",16.1507968297857,5.3502175999999997,6.616814206896553,8.3854372000000001,0.298087027603,0.0,0.0
dxdh,dxd5,"(42.891241307270128, -64.341043932957291)","(42.883840449611419, -64.360541969607354)","(0.0, 0.0)",1.1119718918849164,5.401662,6.616814206896553,8.3082706000000002,0.023596347705,0.0,0.0
dxd5,dx9g,"(42.883840449611419, -64.360541969607354)","(42.758025869413437, -64.692008592658453)","(0.0, 0.0)",18.919586909971944,7.8452710000000003,7.86070432,7.8709931999999991,0.00199864866328,0.0,0.0
dx9g,dx9f,"(42.758025869413437, -64.692008592658453)","(42.713620723461204, -64.808996812558831)","(0.0, 0.0)",6.684753092308877,7.1250494000000018,8.437910488,8.7198257999999988,0.0106009352039,0.0,0.0
dx9f,dx9d,"(42.713620723461204, -64.808996812558831)","(42.624810431556746, -65.042973252359602)","(0.0, 0.0)",13.380828379907744,6.3533834000000011,8.8274369321025645,9.2085476000000011,0.0560997984178,0.0,0.0
dx9d,dx99,"(42.624810431556746, -65.042973252359602)","(42.53600013965228, -65.276949692160358)","(0.0, 0.0)",13.395913532617657,6.3276612000000005,8.4577621504662019,9.285714200000001,0.057636062237,0.0,0.0
dx99,dx93,"(42.53600013965228, -65.276949692160358)","(42.491594993700048, -65.39393791206075)","(0.0, 0.0)",6.703609498047321,6.9192717999999989,8.2442898752525302,9.5429361999999998,0.100373457932,0.0,0.0
dx93,dx90,"(42.491594993700048, -65.39393791206075)","(42.358379555843356, -65.744902571761898)","(0.0, 0.0)",20.133379969133017,8.0767707999999985,8.4526007222222255,9.0542144000000011,0.0761127170547,0.0,0.0
dx90,dx8b,"(42.358379555843356, -65.744902571761898)","(42.225164117986658, -66.095867231463046)","(0.0, 0.0)",20.1671798874797,6.8935496000000001,7.2501189376811599,8.076770800000002,0.0121030870153,0.0,0.0
dx8b,dx2z,"(42.225164117986658, -66.095867231463046)","(42.180758972034432, -66.212855451363424)","(0.0, 0.0)",6.729898214328956,5.3502176000000006,6.2131332080515307,7.9481598000000009,0.191491381665,0.0,0.0
dx2z,dx2x,"(42.180758972034432, -66.212855451363424)","(42.091948680129967, -66.446831891164194)","(0.0, 0.0)",13.471024014573757,5.7874949999999998,6.3187060637037042,7.2793826000000008,0.0441123740609,0.0,0.0
dx2x,dx2w,"(42.091948680129967, -66.446831891164194)","(42.01053924588421, -66.661310294314902)","(0.0, 0.0)",12.361580746480936,8.076770800000002,8.117558859999999,8.1539374000000002,0.000689803654068,0.0,0.0
dx2w,dx2q,"(42.01053924588421, -66.661310294314902)","(41.958733242273276, -66.797796550865357)","(0.0, 0.0)",7.872999086427962,7.6909378000000013,7.9507706999999996,8.7455479999999994,0.0716301443406,0.0,0.0
dx2q,dx2m,"(41.958733242273276, -66.797796550865357)","(41.832918662075286, -67.129263173916442)","(0.0, 0.0)",19.141263609820225,5.2216066000000003,5.8136233399999995,7.2279382000000005,0.167184629449,0.0,0.0
dx2m,dx2j,"(41.832918662075286, -67.129263173916442)","(41.825517804416577, -67.148761210566505)","(0.0, 0.0)",1.1268892963575727,5.3039176399999999,6.3154518319040474,7.5108823999999998,0.00723866665984,0.0,0.0
dx2j,drrv,"(41.825517804416577, -67.148761210566505)","(41.684901508901177, -67.519223906917716)","(0.0, 0.0)",21.430510488034233,6.79580524,7.6607228919040491,8.3854371999999984,0.110986549965,0.0,0.0
drrv,drru,"(41.684901508901177, -67.519223906917716)","(41.655298078266355, -67.597216053517982)","(0.0, 0.0)",4.516441088579822,5.8132172000000004,7.2648439652173931,7.7423821999999998,0.0178717804128,0.0,0.0
drru,drrs,"(41.655298078266355, -67.597216053517982)","(41.551686071044486, -67.870188566618879)","(0.0, 0.0)",15.820525936100116,4.8700698666666673,6.5671059911231886,7.0393087333333346,0.0912165493789,0.0,0.0
drrs,drre,"(41.551686071044486, -67.870188566618879)","(41.483871300470874, -68.066845678053127)","(0.0, 0.0)",11.204057881321528,6.936419933333335,7.500613005024281,7.8024006666666672,0.0229732974823,0.0,0.0
drre,drr7,"(41.483871300470874, -68.066845678053127)","(41.453743617906973, -68.209200541871255)","(0.0, 0.0)",7.6605885665920495,7.8538450666666684,8.0540829878141356,8.2996965333333339,0.0249017645746,0.0,0.0
drr7,drr5,"(41.453743617906973, -68.209200541871255)","(41.380576388823215, -68.554919496858133)","(0.0, 0.0)",18.61799300895989,6.739216400000001,7.4592143286956514,7.716660000000001,0.0545855508818,0.0,0.0
drr5,drr4,"(41.380576388823215, -68.554919496858133)","(41.307409159739464, -68.900638451845012)","(0.0, 0.0)",18.63740601331411,6.3791056000000008,7.2561767021739136,7.5301740500000003,0.0294538261439,0.0,0.0
