FROM_GEO,TO_GEO,FROM_LOC,TO_LOC,Regions,Di,Smin,Smean,Smax,xi,tip,ci
f2mvy,f2mvz,"(47.423705451032134, -70.400123196217677)","(47.433506248871467, -70.353314280437289)","(0.0, 0.0)",2.290993267,5.1958844,8.238807321,11.7807676,0.072484072,0,0
f2mvz,f2qjb,"(47.433506248871467, -70.353314280437289)","(47.442602549718508, -70.309479831559287)","(0.0, 0.0)",2.143397809,3.215275,6.697685683,10.5203798,0.206103662,0,0
f2qjb,f2qjc,"(47.442602549718508, -70.309479831559287)","(47.451698850565542, -70.265645382681299)","(0.0, 0.0)",2.143059112,3.7554412,6.555300563,9.4657696,0.056078146,0,0
f2qjc,f2qjf,"(47.451698850565542, -70.265645382681299)","(47.460795151412576, -70.221810933803297)","(0.0, 0.0)",2.142720371,4.4242184,6.628143264,8.5397704,0.031334599,0,0
f2qjf,f2qn4,"(47.460795151412576, -70.221810933803297)","(47.461444887187362, -70.218679901740586)","(0.0, 0.0)",0.153038494,4.3213296,6.704587039,9.131381,0.002861079,0,0
f2qn4,f2qn5,"(47.461444887187362, -70.218679901740586)","(47.488870493191918, -70.174395097218891)","(0.0, 0.0)",2.805775325,4.7328848,7.342445635,9.4914918,0.118053419,0,0
f2qn5,f2qn7,"(47.488870493191918, -70.174395097218891)","(47.507003188539883, -70.152922864062802)","(0.0, 0.0)",1.604917007,6.7392164,9.422683253,11.0091016,0.027953343,0,0
f2qn7,f2qnk,"(47.507003188539883, -70.152922864062802)","(47.525135883887842, -70.131450630906713)","(0.0, 0.0)",1.604700689,9.1056588,11.17079255,12.346656,0.067543757,0,0
f2qnk,f2qns,"(47.525135883887842, -70.131450630906713)","(47.549312811018453, -70.102820986698603)","(0.0, 0.0)",2.139264381,7.3051048,9.916141938,12.3209338,0.134665938,0,0
f2qns,f2qnt,"(47.549312811018453, -70.102820986698603)","(47.561401274583766, -70.088506164594548)","(0.0, 0.0)",1.069487966,7.073605,9.026153818,11.189157,0.044282955,0,0
f2qnt,f2qny,"(47.561401274583766, -70.088506164594548)","(47.597666665279682, -70.04556169828237)","(0.0, 0.0)",3.2078868,7.2536604,8.33509518,9.7487138,0.208114767,0,0
f2qny,f2qnz,"(47.597666665279682, -70.04556169828237)","(47.633932055975606, -70.002617231970191)","(0.0, 0.0)",3.207021189,5.4273842,7.092030494,9.00277,0.233771191,0,0
f2qnz,f2qpp,"(47.633932055975606, -70.002617231970191)","(47.639976287758259, -69.995459820918157)","(0.0, 0.0)",0.534419383,6.944994,8.691277658,9.8258804,0.023750768,0,0
f2qpp,f2qr0,"(47.639976287758259, -69.995459820918157)","(47.670197446671523, -69.959672765658013)","(0.0, 0.0)",2.671736106,6.8935496,8.935939914,9.9802136,0.167173898,0,0
f2qr0,f2qr2,"(47.670197446671523, -69.959672765658013)","(47.682285910236835, -69.945357943553944)","(0.0, 0.0)",1.068526103,6.2504946,8.058838112,9.6715472,0.099250289,0,0
f2qr2,f2qr3,"(47.682285910236835, -69.945357943553944)","(47.706462837367447, -69.916728299345834)","(0.0, 0.0)",2.136763537,7.9481598,8.842888875,10.0573802,0.148833472,0,0
f2qr3,f2qr9,"(47.706462837367447, -69.916728299345834)","(47.730639764498058, -69.888098655137711)","(0.0, 0.0)",2.136378645,7.2793826,9.174251333,10.6232686,0.005578823,0,0
f2qr9,f2qrd,"(47.730639764498058, -69.888098655137711)","(47.748772459846023, -69.866626421981621)","(0.0, 0.0)",1.602031385,5.4273842,8.248966639,10.4946576,0.056879176,0,0
f2qrd,f2qrf,"(47.748772459846023, -69.866626421981621)","(47.769435185434652, -69.845223090830743)","(0.0, 0.0)",1.740179188,4.6042738,7.11874876,9.5429362,0.104059475,0,0
f2qrf,f2qrg,"(47.769435185434652, -69.845223090830743)","(47.790870840492957, -69.827501818213676)","(0.0, 0.0)",1.694736221,4.629996,7.390129635,10.031658,0.162732019,0,0
f2qrg,f2w25,"(47.790870840492957, -69.827501818213676)","(47.81659362656292, -69.806236291073205)","(0.0, 0.0)",2.033465929,6.4048278,7.849426798,9.00277,0.023898202,0,0
f2w25,f2w2h,"(47.81659362656292, -69.806236291073205)","(47.842316412632883, -69.784970763932733)","(0.0, 0.0)",2.033228616,7.2279382,7.794898358,7.9996042,0.189603141,0,0
f2w2h,f2w2k,"(47.842316412632883, -69.784970763932733)","(47.85946493667953, -69.770793745839086)","(0.0, 0.0)",1.355353908,5.7360506,7.448835564,8.874159,0.084871147,0,0
f2w2k,f2w2m,"(47.85946493667953, -69.770793745839086)","(47.898049115784474, -69.738895455128386)","(0.0, 0.0)",3.049160585,5.0415512,7.257999536,9.1056588,0.302241046,0,0
f2w2m,f2w2t,"(47.898049115784474, -69.738895455128386)","(47.902336246796139, -69.735351200604967)","(0.0, 0.0)",0.338762666,5.8389394,7.429237111,8.745548,0.030048154,0,0
f2w2t,f2w2v,"(47.902336246796139, -69.735351200604967)","(47.945207556912749, -69.699908655370848)","(0.0, 0.0)",3.387263966,5.1701622,8.136248441,10.2117134,0.220846522,0,0
f2w2v,f2w2y,"(47.945207556912749, -69.699908655370848)","(47.949494687924407, -69.696364400847443)","(0.0, 0.0)",0.338690145,4.0641076,8.303768205,10.9576572,0.020515725,0,0
f2w2y,f2w3n,"(47.949494687924407, -69.696364400847443)","(47.99224713604049, -69.65873985674574)","(0.0, 0.0)",3.429488553,3.3181638,7.334037122,10.931935,0.184360646,0,0
f2w3n,f2w3p,"(47.99224713604049, -69.65873985674574)","(47.999352733726418, -69.652105432917537)","(0.0, 0.0)",0.579064877,4.244163,7.183217001,9.5686584,0.037505426,0,0
f2w3p,f2w3r,"(47.999352733726418, -69.652105432917537)","(48.034880722156053, -69.618933313776481)","(0.0, 0.0)",2.894988454,4.244163,7.13444112,9.3628808,0.265128152,0,0
f2w3r,f2w92,"(48.034880722156053, -69.618933313776481)","(48.04909191752791, -69.605664466120061)","(0.0, 0.0)",1.157838661,3.343886,6.9388085,10.8547684,0.095946944,0,0
f2w92,f2w98,"(48.04909191752791, -69.605664466120061)","(48.077514308271617, -69.579126770807221)","(0.0, 0.0)",2.315408582,4.0641076,6.035388087,8.1282152,0.260014811,0,0
f2w98,f2w99,"(48.077514308271617, -69.579126770807221)","(48.098831101329402, -69.559223499322584)","(0.0, 0.0)",1.736321315,4.501385,5.6196238,6.4819944,0.097955579,0,0
f2w99,f2w9c,"(48.098831101329402, -69.559223499322584)","(48.120147894387181, -69.539320227837948)","(0.0, 0.0)",1.736119764,4.629996,5.713186422,6.5077166,0.124521511,0,0
f2w9c,f2w9f,"(48.120147894387181, -69.539320227837948)","(48.141464687444966, -69.519416956353325)","(0.0, 0.0)",1.735918206,4.8357736,5.404520022,6.0189948,0.250477253,0,0
f2w9f,f2wd4,"(48.141464687444966, -69.519416956353325)","(48.169887078188673, -69.492879261040486)","(0.0, 0.0)",2.314244047,4.5785516,5.802177141,7.8195488,0.195941918,0,0
f2wd4,f2wd5,"(48.169887078188673, -69.492879261040486)","(48.191203871246451, -69.472975989555849)","(0.0, 0.0)",1.735447878,5.2473288,6.832578211,8.874159,0.197364968,0,0
f2wd5,f2wd7,"(48.191203871246451, -69.472975989555849)","(48.212520664304236, -69.453072718071212)","(0.0, 0.0)",1.735246297,6.5077166,8.0004899,9.8258804,0.1725766,0,0
f2wd7,f2wdk,"(48.212520664304236, -69.453072718071212)","(48.233837457362014, -69.433169446586589)","(0.0, 0.0)",1.73504471,6.3276612,7.687095154,9.645825,0.026849134,0,0
f2wdk,f2wds,"(48.233837457362014, -69.433169446586589)","(48.2551542504198, -69.413266175101953)","(0.0, 0.0)",1.734843117,4.4499406,6.912099263,8.7198258,0.095117995,0,0
f2wds,f2wdt,"(48.2551542504198, -69.413266175101953)","(48.283576641163506, -69.386728479789113)","(0.0, 0.0)",2.312810539,4.3213296,6.483181578,7.8967154,0.04893389,0,0
f2wdt,f2wdv,"(48.283576641163506, -69.386728479789113)","(48.297787836535363, -69.373459632132693)","(0.0, 0.0)",1.156270878,4.244163,5.961211715,7.6394934,0.060936858,0,0
f2wdv,f2wdy,"(48.297787836535363, -69.373459632132693)","(48.319275012594318, -69.342536641716109)","(0.0, 0.0)",2.055707287,3.4467748,6.752230608,9.0542144,0.056319336,0,0
f2wdy,f2wdz,"(48.319275012594318, -69.342536641716109)","(48.319956544599016, -69.298457765988289)","(0.0, 0.0)",2.026335805,4.887218,7.03757951,9.8516026,0.163182049,0,0
f2wdz,f2wfb,"(48.319956544599016, -69.298457765988289)","(48.320638076603721, -69.254378890260469)","(0.0, 0.0)",2.026308748,4.758607,6.547076086,10.2117134,0.174755776,0,0
f2wfb,f2wfc,"(48.320638076603721, -69.254378890260469)","(48.32131960860842, -69.210300014532649)","(0.0, 0.0)",2.026281691,4.9901068,7.572181409,10.4946576,0.113578436,0,0
f2wfc,f2wff,"(48.32131960860842, -69.210300014532649)","(48.330059679172251, -69.152923957796574)","(0.0, 0.0)",2.704899537,4.1669964,5.6460229,7.4337158,0.279528063,0,0
f2wff,f2wg5,"(48.330059679172251, -69.152923957796574)","(48.34640393362541, -69.1116366372041)","(0.0, 0.0)",2.20767805,5.4273842,5.80292832,6.3533834,0.031366538,0,0
f2wg5,f2wgh,"(48.34640393362541, -69.1116366372041)","(48.362748188078569, -69.070349316611626)","(0.0, 0.0)",2.207155524,4.5528294,4.949952547,5.4531064,0.072774778,0,0
f2wgh,f2wgj,"(48.362748188078569, -69.070349316611626)","(48.379092442531729, -69.029061996019166)","(0.0, 0.0)",2.206632908,0.6173328,1.280895069,2.186387,0.480533256,0,0
f2wgj,f2wgm,"(48.379092442531729, -69.029061996019166)","(48.387264569758308, -69.008418335722922)","(0.0, 0.0)",1.103120461,3.1123862,4.378282339,5.9932726,0.208189543,0,0
f2wgm,f2wgq,"(48.387264569758308, -69.008418335722922)","(48.395436696984888, -68.987774675426692)","(0.0, 0.0)",1.102989774,3.0094974,4.39507322,5.787495,0.186432345,0,0
f2wgq,f2wgr,"(48.395436696984888, -68.987774675426692)","(48.411780951438047, -68.946487354834218)","(0.0, 0.0)",2.205587411,1.4404432,2.681431897,4.3213296,0.562514552,0,0
f2wgr,f2x58,"(48.411780951438047, -68.946487354834218)","(48.428125205891206, -68.905200034241744)","(0.0, 0.0)",2.20506453,4.9643846,5.808965615,7.2793826,0.03564897,0,0
f2x58,f2x59,"(48.428125205891206, -68.905200034241744)","(48.452641587570945, -68.84326905335304)","(0.0, 0.0)",3.306616121,3.7811634,3.942402835,6.1476058,0.484715875,0,0
f2x59,f2x5d,"(48.452641587570945, -68.84326905335304)","(48.468985842024104, -68.801981732760581)","(0.0, 0.0)",2.203756942,0,0.343499595,5.4531064,4.69127423,0,0
f2x5d,f2x5f,"(48.468985842024104, -68.801981732760581)","(48.477157969250683, -68.781338072464337)","(0.0, 0.0)",1.101682297,2.9837752,3.47341565,6.559161,0.166064907,0,0
f2x5f,f2x5g,"(48.477157969250683, -68.781338072464337)","(48.485330096477263, -68.760694412168107)","(0.0, 0.0)",1.101551488,5.8132172,6.209767783,6.687772,0.062409169,0,0
f2x5g,f2x5u,"(48.485330096477263, -68.760694412168107)","(48.501674350930422, -68.719407091575633)","(0.0, 0.0)",2.202710476,6.8549663,7.010728511,7.4980213,0.240667342,0,0
f2x5u,f2xhj,"(48.501674350930422, -68.719407091575633)","(48.518018605383581, -68.678119770983173)","(0.0, 0.0)",2.202187111,9.2471309,9.3371586,9.5300751,0.018750857,0,0
f2xhj,f2xhn,"(48.518018605383581, -68.678119770983173)","(48.534362859836747, -68.636832450390699)","(0.0, 0.0)",2.201663659,7.9481598,8.120784342,8.359715,0.18210627,0,0
f2xhn,f2xhp,"(48.534362859836747, -68.636832450390699)","(48.550707114289906, -68.595545129798225)","(0.0, 0.0)",2.201140119,6.271929767,6.981168277,8.145363333,0.035128368,0,0
f2xhp,f2xk2,"(48.550707114289906, -68.595545129798225)","(48.567051368743066, -68.554257809205765)","(0.0, 0.0)",2.200616491,6.271929767,6.914290557,7.888141333,0.168667482,0,0
f2xk2,f2xk3,"(48.567051368743066, -68.554257809205765)","(48.591567750422804, -68.492326828317061)","(0.0, 0.0)",3.299942665,5.7360506,5.8205664,5.8646616,0.023729881,0,0
f2xk3,f2xkd,"(48.591567750422804, -68.492326828317061)","(48.607912004875963, -68.451039507724587)","(0.0, 0.0)",2.199307041,5.2987732,6.366554841,7.245086333,0.00084072,0,0
f2xkd,f2xke,"(48.607912004875963, -68.451039507724587)","(48.624256259329123, -68.409752187132113)","(0.0, 0.0)",2.198783109,4.9386624,6.002769441,6.884975533,0.253748646,0,0
f2xke,f2xks,"(48.624256259329123, -68.409752187132113)","(48.640600513782282, -68.36846486653964)","(0.0, 0.0)",2.198259089,5.4273842,5.562885075,5.658884,0.119404071,0,0
f2xks,f2xku,"(48.640600513782282, -68.36846486653964)","(48.648772641008861, -68.34782120624341)","(0.0, 0.0)",1.098933026,5.5559952,5.81964775,5.9675504,0.039315011,0,0
f2xku,f2xkv,"(48.648772641008861, -68.34782120624341)","(48.656944768235441, -68.32717754594718)","(0.0, 0.0)",1.098801989,4.6557182,5.643129153,5.9804115,0.141133478,0,0
f2xkv,f2xky,"(48.656944768235441, -68.32717754594718)","(48.6732890226886, -68.285890225354706)","(0.0, 0.0)",2.19721079,3.9354966,4.982568766,5.8260783,0.183351107,0,0
f2xky,f2xkz,"(48.6732890226886, -68.285890225354706)","(48.689633277141759, -68.244602904762232)","(0.0, 0.0)",2.196686511,4.115552,4.498526978,5.658884,0.398294833,0,0
f2xkz,f2xmp,"(48.689633277141759, -68.244602904762232)","(48.697805404368339, -68.223959244466002)","(0.0, 0.0)",1.09814664,4.4242184,5.497781292,7.3051048,0.023095924,0,0
f2xmp,f2xt0,"(48.697805404368339, -68.223959244466002)","(48.714149658821498, -68.182671923873528)","(0.0, 0.0)",2.195899929,4.9386624,5.849032223,7.1250494,0.089369692,0,0
f2xt0,f2xt1,"(48.714149658821498, -68.182671923873528)","(48.730493913274657, -68.141384603281068)","(0.0, 0.0)",2.195375434,5.4788286,5.614298853,5.7360506,0.176437935,0,0
f2xt1,f2xt3,"(48.730493913274657, -68.141384603281068)","(48.738666040501236, -68.120740942984824)","(0.0, 0.0)",1.09749102,5.5174119,6.167848412,6.83567465,0.01379924,0,0
f2xt3,f2xt6,"(48.738666040501236, -68.120740942984824)","(48.746838167727816, -68.100097282688594)","(0.0, 0.0)",1.097359864,5.89681435,6.504005413,7.330827,0.041383147,0,0
f2xt6,f2xt7,"(48.746838167727816, -68.100097282688594)","(48.763182422180975, -68.05880996209612)","(0.0, 0.0)",2.194326184,5.96111985,6.089355735,6.43698055,0.23075426,0,0
f2xt7,f2xts,"(48.763182422180975, -68.05880996209612)","(48.779526676634134, -68.01752264150366)","(0.0, 0.0)",2.19380143,5.5559952,6.17112324,6.8678274,0.13787302,0,0
f2xts,f2xtt,"(48.779526676634134, -68.01752264150366)","(48.795870931087293, -67.976235320911186)","(0.0, 0.0)",2.19327659,5.5817174,6.24571762,7.2536604,0.230731163,0,0
f2xtt,f2xtw,"(48.795870931087293, -67.976235320911186)","(48.812215185540452, -67.934948000318713)","(0.0, 0.0)",2.192751664,5.4788286,5.59200628,6.0189948,0.30040819,0,0
f2xtw,f2xtz,"(48.812215185540452, -67.934948000318713)","(48.828559439993619, -67.893660679726253)","(0.0, 0.0)",2.192226653,5.015829,5.064415378,5.1187178,0.016357057,0,0
f2xtz,f2xvb,"(48.828559439993619, -67.893660679726253)","(48.853075821673357, -67.831729698837549)","(0.0, 0.0)",3.287355316,6.687772,6.772369458,6.8678274,0.179713997,0,0
f2xvb,f2xy1,"(48.853075821673357, -67.831729698837549)","(48.869420076126517, -67.790442378245075)","(0.0, 0.0)",2.190913751,4.7071626,5.655752602,6.5334388,0.17973121,0,0
f2xy1,f2xy4,"(48.869420076126517, -67.790442378245075)","(48.885764330579676, -67.749155057652601)","(0.0, 0.0)",2.190388441,0.3086664,1.40995968,2.7522754,0.853400089,0,0
f2xy4,f2xy5,"(48.885764330579676, -67.749155057652601)","(48.902108585032835, -67.707867737060141)","(0.0, 0.0)",2.189863045,1.2089434,2.876684258,4.1927186,0.635564119,0,0
f2xy5,f2xyk,"(48.902108585032835, -67.707867737060141)","(48.918452839485994, -67.666580416467667)","(0.0, 0.0)",2.189337564,1.4661654,4.3121431,6.8421052,0.084983074,0,0
f2xyk,f2xym,"(48.918452839485994, -67.666580416467667)","(48.934797093939153, -67.625293095875207)","(0.0, 0.0)",2.188811999,0.514444,3.0774775,6.5334388,0.005509534,0,0
f2xym,f2xyq,"(48.934797093939153, -67.625293095875207)","(48.951141348392312, -67.584005775282733)","(0.0, 0.0)",2.188286349,3.086664,4.324297546,6.0961614,0.313594026,0,0
f2xyq,f2xyw,"(48.951141348392312, -67.584005775282733)","(48.959313475618892, -67.563362114986504)","(0.0, 0.0)",1.093946045,3.086664,5.072813566,6.559161,0.006436993,0,0
f2xyw,f2xyx,"(48.959313475618892, -67.563362114986504)","(48.967485602845471, -67.542718454690259)","(0.0, 0.0)",1.093814601,1.9034428,4.590220696,6.7134942,0.011014158,0,0
f2xyx,f88n8,"(48.967485602845471, -67.542718454690259)","(48.99200198452521, -67.480787473801556)","(0.0, 0.0)",3.280654901,1.8777206,3.607866494,5.9675504,0.747768367,0,0
f88n8,f88nb,"(48.99200198452521, -67.480787473801556)","(49.000174111751789, -67.460143813505326)","(0.0, 0.0)",1.093288718,5.2216066,6.223863029,7.9481598,0.006491404,0,0
f88nb,f88nc,"(49.000174111751789, -67.460143813505326)","(49.008346238978369, -67.439500153209096)","(0.0, 0.0)",1.09315722,8.4368816,8.5397704,8.6683814,0.093183734,0,0
f88nc,f88nf,"(49.008346238978369, -67.439500153209096)","(49.024690493431535, -67.398212832616622)","(0.0, 0.0)",2.185919875,6.7649386,6.971859409,7.1507716,0.141060864,0,0
f88nf,f88ng,"(49.024690493431535, -67.398212832616622)","(49.041034747884694, -67.356925512024148)","(0.0, 0.0)",2.18539376,6.6620498,7.02601893,7.3951325,0.073450982,0,0
f88ng,f88p5,"(49.041034747884694, -67.356925512024148)","(49.049206875111274, -67.336281851727918)","(0.0, 0.0)",1.092499577,6.5077166,7.12633551,7.8838543,0.125361937,0,0
f88p5,f88ph,"(49.049206875111274, -67.336281851727918)","(49.057379002337854, -67.315638191431688)","(0.0, 0.0)",1.092368016,5.2473288,5.686035211,6.1990502,0.008201412,0,0
f88ph,f88pj,"(49.057379002337854, -67.315638191431688)","(49.073723256791013, -67.274350870839214)","(0.0, 0.0)",2.184341277,5.658884,5.733192578,5.787495,0.139779442,0,0
f88pj,f88pq,"(49.073723256791013, -67.274350870839214)","(49.090067511244172, -67.23306355024674)","(0.0, 0.0)",2.18381491,7.0478828,7.973882,8.9770478,0.011121694,0,0
f88pq,f88pr,"(49.090067511244172, -67.23306355024674)","(49.106411765697331, -67.19177622965428)","(0.0, 0.0)",2.183288459,8.1282152,9.076039297,10.0831024,0.053587248,0,0
f88pr,f88r2,"(49.106411765697331, -67.19177622965428)","(49.128378949902704, -67.123114515966606)","(0.0, 0.0)",3.457124194,9.4400474,9.470446364,9.4914918,0.235734828,0,0
f88r2,f88r9,"(49.128378949902704, -67.123114515966606)","(49.134001879654917, -67.095740122871419)","(0.0, 0.0)",1.297503664,7.8967154,9.2288546,10.7776018,0.05072157,0,0
f88r9,f88rd,"(49.134001879654917, -67.095740122871419)","(49.145247739159345, -67.040991336681017)","(0.0, 0.0)",2.594605372,7.073605,9.497260165,12.089434,0.166955536,0,0
f88rd,f88re,"(49.145247739159345, -67.040991336681017)","(49.150870668911558, -67.013616943585816)","(0.0, 0.0)",1.297101738,6.9707162,8.852932593,11.060546,0.000948247,0,0
f88re,f88rs,"(49.150870668911558, -67.013616943585816)","(49.162116528415979, -66.958868157395429)","(0.0, 0.0)",2.59380143,6.2504946,7.134438003,9.1056588,0.158853532,0,0
f88rs,f88rt,"(49.162116528415979, -66.958868157395429)","(49.173362387920406, -66.904119371205041)","(0.0, 0.0)",2.593265369,6.375431,6.892625139,8.6132624,0.113079879,0,0
f88rt,f88ry,"(49.173362387920406, -66.904119371205041)","(49.17898531767262, -66.876744978109841)","(0.0, 0.0)",1.296431662,5.9381536,7.025024433,9.8993724,0.15586893,0,0
f88ry,f88rz,"(49.17898531767262, -66.876744978109841)","(49.190231177177047, -66.821996191919439)","(0.0, 0.0)",2.592461127,6.9707162,8.065768829,10.1859912,0.126771433,0,0
f88rz,f88xb,"(49.190231177177047, -66.821996191919439)","(49.195854106929261, -66.794621798824252)","(0.0, 0.0)",1.296029496,7.2793826,8.09734856,8.8484368,0.114539441,0,0
f88xb,f88xc,"(49.195854106929261, -66.794621798824252)","(49.207099966433688, -66.739873012633851)","(0.0, 0.0)",2.591656706,6.1476058,6.77008304,7.5623268,0.310830028,0,0
f88xc,f88xf,"(49.207099966433688, -66.739873012633851)","(49.218345825938115, -66.685124226443463)","(0.0, 0.0)",2.591120325,6.9964384,7.25237429,7.459438,0.195708735,0,0
f88xf,f8b85,"(49.218345825938115, -66.685124226443463)","(49.223968755690329, -66.657749833348262)","(0.0, 0.0)",1.29535902,6.173328,7.500083929,8.4368816,0.03940937,0,0
f8b85,f8b8h,"(49.223968755690329, -66.657749833348262)","(49.235214615194749, -66.603001047157875)","(0.0, 0.0)",2.590315604,5.14444,6.872537903,8.5397704,0.289673899,0,0
